Date,Synthetic Price
2024-07-08,123.62939427089795
2024-07-09,124.32258044852159
2024-07-10,121.93779662195473
2024-07-11,120.99170320518999
2024-07-12,120.45546932282811
2024-07-13,120.03438419929414
2024-07-14,118.73679944095623
2024-07-15,119.63962629107161
2024-07-16,119.87019676090256
2024-07-17,121.41494124781862
2024-07-18,122.51631352846637
2024-07-19,123.46907110079898
2024-07-20,124.19592360620388
2024-07-21,124.86024174666969
2024-07-22,126.02925495200718
2024-07-23,125.63242206320653
2024-07-24,123.65419036556494
2024-07-25,122.87413638726323
2024-07-26,121.36799614883998
2024-07-27,122.00927533579598
2024-07-28,124.51109794442064
2024-07-29,128.29970230682804
2024-07-30,130.07252852001758
2024-07-31,131.77512342358676
2024-08-01,132.42312587595413
2024-08-02,134.27374500106637
2024-08-03,134.47545085855222
2024-08-04,134.02528595880358
2024-08-05,131.8408567661967
2024-08-06,129.95649458068485
2024-08-07,130.69899307882685
2024-08-08,131.96255411765466
2024-08-09,132.873348658807
2024-08-10,131.9421545943194
2024-08-11,132.19492367109768
2024-08-12,131.09288416156164
2024-08-13,131.10492765700783
2024-08-14,129.3038362836179
2024-08-15,130.6392060627911
2024-08-16,130.81841152237524
2024-08-17,128.87964439711698
2024-08-18,130.02925825922856
2024-08-19,128.4571078370652
2024-08-20,128.13453837025668
2024-08-21,126.45028747017852
2024-08-22,127.62355925515365
2024-08-23,127.19620941478686
2024-08-24,128.8615475299595
2024-08-25,128.9572938849522
2024-08-26,131.3485933930832
2024-08-27,132.3748501985176
2024-08-28,132.7197467945783
2024-08-29,131.13382979995345
2024-08-30,129.00694671726632
2024-08-31,128.7663304280862
2024-09-01,129.22905073122973
2024-09-02,132.2017939353949
2024-09-03,135.60984619617437
2024-09-04,136.96129652190976
2024-09-05,139.55296757181787
2024-09-06,138.88605997787656
2024-09-07,137.62495826806412
2024-09-08,137.224529247547
2024-09-09,136.94950251409622
2024-09-10,138.7904401392476
2024-09-11,137.48657084292816
2024-09-12,138.2588981498588
2024-09-13,137.3981561239753
2024-09-14,137.28303169366828
2024-09-15,134.4731650903117
2024-09-16,135.3998731507867
2024-09-17,138.676435105196
2024-09-18,138.08756496937443
2024-09-19,138.31272491782258
2024-09-20,138.3109038597147
2024-09-21,141.29455322086014
2024-09-22,141.64236591027213
2024-09-23,141.71271631768158
2024-09-24,142.55314423283676
2024-09-25,146.96145167998841
2024-09-26,143.84362011677496
2024-09-27,143.26705877614594
2024-09-28,143.5009528874216
2024-09-29,146.53145383545817
2024-09-30,148.36792462154062
2024-10-01,147.04093072218865
2024-10-02,147.52320949483487
2024-10-03,148.95381331385676
2024-10-04,150.31428803826051
2024-10-05,149.43924041964203
2024-10-06,149.04858561520277
2024-10-07,150.54213820354815
2024-10-08,150.59746015789003
2024-10-09,150.31905782378468
2024-10-10,150.0633039168742
2024-10-11,147.72167317359475
2024-10-12,148.8358036855601
2024-10-13,146.8651992583022
2024-10-14,144.93778753616806
2024-10-15,147.10180237795961
2024-10-16,146.193697510539
2024-10-17,147.81252993562586
2024-10-18,149.16731483115436
2024-10-19,148.1203413777446
2024-10-20,147.2528831402604
2024-10-21,148.73272629619737
2024-10-22,149.86948868054756
2024-10-23,152.91909184319317
2024-10-24,151.64233617257332
2024-10-25,151.4927782491947
2024-10-26,152.94761153130327
2024-10-27,156.66711664178587
2024-10-28,156.22999630671666
2024-10-29,158.35559324341523
2024-10-30,158.28911355314472
2024-10-31,157.4534998666314
2024-11-01,157.10390686271228
2024-11-02,159.26645652516774
2024-11-03,156.90885955044143
2024-11-04,157.30847770495632
2024-11-05,156.36128739637897
2024-11-06,158.34633457184418
2024-11-07,160.8312805967466
2024-11-08,163.6689347002149
2024-11-09,163.2119272496602
2024-11-10,163.42614055372354
2024-11-11,162.94480203053186
2024-11-12,163.53686075819314
2024-11-13,163.62031266686515
2024-11-14,164.98289727918248
2024-11-15,165.75788215657744
2024-11-16,167.71733524020505
2024-11-17,169.02599304243884
2024-11-18,170.42865733815995
2024-11-19,170.755378919404
2024-11-20,169.07247567140618
2024-11-21,169.83722172174006
2024-11-22,170.281369763364
2024-11-23,172.44426485546208
2024-11-24,171.40063335737898
2024-11-25,172.94001345434702
2024-11-26,177.2094145789289
2024-11-27,175.97853290376665
2024-11-28,175.6914011980892
2024-11-29,176.3054002385855
2024-11-30,175.2321027368079
2024-12-01,173.44140173511227
2024-12-02,175.71293225501378
2024-12-03,177.82195003295703
2024-12-04,176.1716639396508
2024-12-05,174.78280329000378
2024-12-06,175.28682684998142
2024-12-07,172.48031020015196
2024-12-08,173.72230977341917
2024-12-09,175.11903179550188
2024-12-10,174.9874823780904
2024-12-11,176.3983299509253
2024-12-12,176.45549072070799
2024-12-13,179.72064244409748
2024-12-14,181.95831133000038
2024-12-15,180.16343218997582
2024-12-16,183.09557993705673
2024-12-17,181.67223935088805
2024-12-18,182.26250670151543
2024-12-19,184.04624640411933
2024-12-20,188.0130650861158
2024-12-21,186.42237026700445
2024-12-22,187.86006490488865
2024-12-23,189.1104936324632
2024-12-24,192.81964463730196
2024-12-25,190.15934919313813
2024-12-26,189.72372276641354
2024-12-27,189.3372139541514
2024-12-28,186.7589265806563
2024-12-29,185.73033148407745
2024-12-30,185.5823580199381
2024-12-31,186.28221742623901
