Date,Open,High,Low,Close,Volume,MA_10,MA_50
1995-03-20,80.4989764966185,80.4989764966185,78.87262374817116,81.99831842502856,1626769,80.0103940031603,90.8605335707027
1995-03-21,81.99831842502856,81.99831842502856,80.4989764966185,80.62202991108708,836200,80.09914130160595,90.32430700251834
1995-03-22,80.62202991108708,81.99831842502856,80.62202991108708,80.12344332279199,1122805,79.9694515965724,89.74512946647025
1995-03-23,80.12344332279199,80.62202991108708,80.12344332279199,80.65428265821153,1044793,79.8368907888906,89.19705325923339
1995-03-24,80.65428265821153,80.65428265821153,80.12344332279199,82.22792050678687,406932,80.15076144466255,88.65699860750453
1995-03-27,82.22792050678687,82.22792050678687,80.65428265821153,81.43989048401802,366891,80.33456600537176,88.12143112221668
1995-03-28,81.43989048401802,82.22792050678687,81.43989048401802,81.1374895494805,1092326,80.54943699252831,87.59997580454728
1995-03-29,81.1374895494805,81.43989048401802,81.1374895494805,79.34218470164772,624333,80.6917159803842,87.03223805514531
1995-03-30,79.34218470164772,81.1374895494805,79.34218470164772,77.44399176346487,1112782,80.54885278191357,86.50898280920434
1995-03-31,77.44399176346487,79.34218470164772,77.44399176346487,78.70249662540684,1680622,80.3692047947924,86.08238291556128
1995-04-03,78.70249662540684,78.70249662540684,77.44399176346487,80.83728615084357,1928261,80.2531015673739,85.7209776213794
1995-04-04,80.83728615084357,80.83728615084357,78.70249662540684,80.72086409476464,1011508,80.26298498574165,85.39731454429479
1995-04-05,80.72086409476464,80.83728615084357,80.72086409476464,82.34098494807198,1827373,80.48473914826965,85.09387315261301
1995-04-06,82.34098494807198,82.34098494807198,80.72086409476464,82.93653427797453,1823521,80.71296431024595,84.8377604280064
1995-04-07,82.93653427797453,82.93653427797453,82.34098494807198,81.8664543451504,240926,80.6768176940823,84.61433291345642
1995-04-10,81.8664543451504,82.93653427797453,81.8664543451504,82.45817788192826,283148,80.77864643387332,84.34819555719834
1995-04-11,82.45817788192826,82.45817788192826,81.8664543451504,84.9946517376595,943382,81.16436265269122,84.14143626914806
1995-04-12,84.9946517376595,84.9946517376595,82.45817788192826,84.93375130331368,772709,81.72351931285783,83.93088391624438
1995-04-13,84.93375130331368,84.9946517376595,84.93375130331368,87.59157240613797,1900164,82.73827737712513,83.82789135030234
1995-04-14,87.59157240613797,87.59157240613797,84.93375130331368,83.00222054672793,1825284,83.16824976925724,83.65330643017792
1995-04-17,83.00222054672793,87.59157240613797,83.00222054672793,84.36661520544914,1313944,83.5211826747178,83.50193936649674
1995-04-18,84.36661520544914,84.36661520544914,83.00222054672793,84.51349253566538,594496,83.90044551880789,83.39583647268265
1995-04-19,84.51349253566538,84.51349253566538,84.36661520544914,84.00808942603125,119455,84.0671559666038,83.26612764306927
1995-04-20,84.00808942603125,84.51349253566538,84.00808942603125,84.16226237645117,834184,84.18972877645146,83.16124383880425
1995-04-21,84.16226237645117,84.16226237645117,84.00808942603125,80.8166964468128,1613715,84.0847529866177,82.99988043731113
1995-04-24,80.8166964468128,84.16226237645117,80.8166964468128,80.46163332126754,1380473,83.88509853055163,82.85280881807233
1995-04-25,80.46163332126754,80.8166964468128,80.46163332126754,81.03631053693539,532509,83.48926441047922,82.65216746087299
1995-04-26,81.03631053693539,81.03631053693539,80.46163332126754,83.4315721519426,1641222,83.33904649534212,82.49992300412168
1995-04-27,83.4315721519426,83.4315721519426,81.03631053693539,82.56677016974058,712840,82.83656627170237,82.36890171451594
1995-04-28,82.56677016974058,83.4315721519426,82.56677016974058,81.23167605986482,932548,82.65951182301606,82.18185717412508
1995-05-01,81.23167605986482,82.56677016974058,81.23167605986482,80.41650474736053,482605,82.26450077720719,82.02274472062976
1995-05-02,80.41650474736053,81.23167605986482,80.41650474736053,81.88877352223918,664772,82.00202887586458,81.88569455453938
1995-05-03,81.88877352223918,81.88877352223918,80.41650474736053,82.42719402552132,1047719,81.84393933581359,81.82897425401492
1995-05-04,82.42719402552132,82.42719402552132,81.88877352223918,81.5538610834632,1492358,81.58309920651479,81.80008545654803
1995-05-05,81.5538610834632,82.42719402552132,81.5538610834632,82.39103990223904,758764,81.74053355205743,81.78140457621609
1995-05-08,82.39103990223904,82.39103990223904,81.5538610834632,82.55100630707797,268332,81.94947085063846,81.74130990808119
1995-05-09,82.55100630707797,82.55100630707797,82.39103990223904,84.15025868153397,1249223,82.26086566509832,81.7274042187236
1995-05-10,84.15025868153397,84.15025868153397,82.55100630707797,82.96869969237495,1738506,82.21457841914155,81.69379224611626
1995-05-11,82.96869969237495,84.15025868153397,82.96869969237495,82.42498564754237,1884667,82.20039996692174,81.65950127923385
1995-05-12,82.42498564754237,82.96869969237495,82.42498564754237,81.77859546965831,932441,82.25509190790109,81.66204336930015
1995-05-15,81.77859546965831,82.42498564754237,81.77859546965831,79.38491153151642,1110193,82.15193258631668,81.64022232175518
1995-05-16,79.38491153151642,81.77859546965831,79.38491153151642,79.85506117146561,1277400,81.9485613512393,81.64263240665188
1995-05-17,79.85506117146561,79.85506117146561,79.38491153151642,80.27199286604677,873202,81.73304123529186,81.61966545651026
1995-05-18,80.27199286604677,80.27199286604677,79.85506117146561,80.28020221314925,916037,81.60567534826046,81.58567168607266
1995-05-19,80.28020221314925,80.28020221314925,80.27199286604677,79.90354816307006,1783743,81.35692617434356,81.60195837035272
1995-05-22,79.90354816307006,80.28020221314925,79.90354816307006,77.64168527794955,1793691,80.86599407143072,81.56275517837318
1995-05-23,77.64168527794955,79.90354816307006,77.64168527794955,76.98849304267375,367724,80.14981750754471,81.52274944566835
1995-05-24,76.98849304267375,77.64168527794955,76.98849304267375,76.46079155924886,1001334,79.4990266942321,81.49357738039156
1995-05-25,76.46079155924886,76.98849304267375,76.46079155924886,75.23393645815531,367544,78.77992177529339,81.42080363459124
1995-05-26,75.23393645815531,76.46079155924886,75.23393645815531,74.99125327849353,1843579,78.10118755617691,81.31064917022874
1995-05-29,74.99125327849353,75.23393645815531,74.99125327849353,75.59725888130896,851545,77.72242229115616,81.18262797935435
1995-05-30,75.59725888130896,75.59725888130896,74.99125327849353,78.44906855875072,1145962,77.58182302988469,81.13916875230763
1995-05-31,78.44906855875072,78.44906855875072,75.59725888130896,78.72297789490436,227319,77.42692153277042,81.11115944374987
1995-06-01,78.72297789490436,78.72297789490436,78.44906855875072,79.1284805692182,612193,77.31174936837733,81.08064340197001
1995-06-02,79.1284805692182,79.1284805692182,78.72297789490436,79.01066472523497,1627965,77.22246102459383,81.01629828633897
1995-06-05,79.01066472523497,79.1284805692182,79.01066472523497,75.97859694170648,206960,77.05615219096951,80.90707241549273
1995-06-06,75.97859694170648,79.01066472523497,75.97859694170648,75.9383072005841,139015,76.95113360676055,80.80308876851481
1995-06-07,75.9383072005841,75.97859694170648,75.9383072005841,76.02978280428925,1482433,76.90803273126458,80.73684073056764
1995-06-08,76.02978280428925,76.02978280428925,75.9383072005841,79.77537806042196,828165,77.36217689149126,80.78346845650678
1995-06-09,79.77537806042196,79.77537806042196,76.02978280428925,79.46846468663232,1032478,77.80989803230514,80.7987878177313
1995-06-12,79.46846468663232,79.77537806042196,79.46846468663232,79.94773477314403,245109,78.24494562148865,80.78099679017731
1995-06-13,79.94773477314403,79.94773477314403,79.46846468663232,79.892232225986,577508,78.38926198821216,80.76442415280172
1995-06-14,79.892232225986,79.94773477314403,79.892232225986,78.02486628240783,1934927,78.31945082696252,80.67810177948844
1995-06-15,78.02486628240783,79.892232225986,78.02486628240783,79.80823822814821,1033671,78.38742659285552,80.61553585849192
1995-06-16,79.80823822814821,79.80823822814821,78.02486628240783,81.0084472402338,1237330,78.5872048443554,80.59837571639359
1995-06-19,81.0084472402338,81.0084472402338,79.80823822814821,82.29005263518133,321775,79.21835041370288,80.59501321145865
1995-06-20,82.29005263518133,82.29005263518133,81.0084472402338,80.79338180476466,1453868,79.70385787412094,80.51098781280075
1995-06-21,80.79338180476466,82.29005263518133,80.79338180476466,83.0601117319049,827513,80.40689076688251,80.47351502137258
1995-06-22,83.0601117319049,83.0601117319049,80.79338180476466,80.73135361376457,776894,80.50248832221676,80.3363106455251
1995-06-23,80.73135361376457,83.0601117319049,80.73135361376457,81.6789089649713,846355,80.72353275005068,80.30984441388998
1995-06-26,81.6789089649713,81.6789089649713,80.73135361376457,85.25718947801816,1009222,81.25447822053806,80.32765589934135
1995-06-27,85.25718947801816,85.25718947801816,81.6789089649713,83.56818261488763,1205455,81.62207325942825,80.3087497009258
1995-06-28,83.56818261488763,85.25718947801816,83.56818261488763,82.62169317325082,219894,82.08175594851254,80.2810217758702
1995-06-29,82.62169317325082,83.56818261488763,82.62169317325082,82.78636046346215,690127,82.37956817204393,80.2535037376104
1995-06-30,82.78636046346215,82.78636046346215,82.62169317325082,81.95274212373732,1178332,82.47399766039428,80.27622465114891
1995-07-03,81.95274212373732,82.78636046346215,81.95274212373732,79.41111971799987,768043,82.18610436867614,80.25521437908355
1995-07-04,79.41111971799987,81.95274212373732,79.41111971799987,79.52001297001074,1329133,82.05876748520073,80.22488842774506
1995-07-05,79.52001297001074,79.52001297001074,79.41111971799987,77.83052486813894,1377879,81.53580879882415,80.11286748206899
1995-07-06,77.83052486813894,79.52001297001074,77.83052486813894,78.56772381713722,1552817,81.31944581916142,80.03288655501692
1995-07-07,78.56772381713722,78.56772381713722,77.83052486813894,77.12298243101594,774075,80.86385316576587,79.95071268243993
1995-07-10,77.12298243101594,78.56772381713722,77.12298243101594,79.51369370876384,1087601,80.28950358884045,79.932656461668
1995-07-11,79.51369370876384,79.51369370876384,77.12298243101594,78.26810646109975,591599,79.75949597346167,79.8602431204452
1995-07-12,78.26810646109975,79.51369370876384,78.26810646109975,77.76396356035157,595283,79.27372301217174,79.76697851114182
1995-07-13,77.76396356035157,78.26810646109975,77.76396356035157,79.02921002529665,717231,78.89800796835519,79.71648548997848
1995-07-14,79.02921002529665,79.02921002529665,77.76396356035157,77.08372533377461,842476,78.41110628935891,79.6103391986092
1995-07-17,77.08372533377461,79.02921002529665,77.08372533377461,77.43439451624386,248188,78.21343376918331,79.50800696279252
1995-07-18,77.43439451624386,77.43439451624386,77.08372533377461,79.45875067072696,661032,78.20730753925494,79.41417680257636
1995-07-19,79.45875067072696,79.45875067072696,77.43439451624386,76.90417847987946,224697,78.11467290042899,79.29288637832647
1995-07-20,76.90417847987946,79.45875067072696,76.90417847987946,77.1881607840794,1629371,77.97671659712321,79.1881498810572
1995-07-21,77.1881607840794,77.1881607840794,76.90417847987946,77.58935828222866,1788936,78.02335418224447,79.10436513730862
1995-07-24,77.58935828222866,77.58935828222866,77.1881607840794,78.80258098046008,495340,77.9522429094141,79.09271852628748
1995-07-25,78.80258098046008,78.80258098046008,77.58935828222866,76.85308280920393,336028,77.81074054422452,79.03267895904224
1995-07-26,76.85308280920393,78.80258098046008,76.85308280920393,74.82345958057739,793411,77.5166901462471,78.92370829333287
1995-07-27,74.82345958057739,76.85308280920393,74.82345958057739,75.60452905334458,1155752,77.17422204905189,78.83019483013678
1995-07-28,75.60452905334458,75.60452905334458,74.82345958057739,76.05359678046172,1925229,77.07120919372059,78.7531958024846
1995-07-31,76.05359678046172,76.05359678046172,75.60452905334458,76.43461442519359,1606610,76.97123118461558,78.72905438542948
1995-08-01,76.43461442519359,76.43461442519359,76.05359678046172,76.96422713141759,613611,76.72177883068464,78.72856906720436
1995-08-02,76.96422713141759,76.96422713141759,76.43461442519359,75.91747558888666,1298324,76.62310854158537,78.71770274779712
1995-08-03,75.91747558888666,76.96422713141759,75.91747558888666,76.27011787657963,1193753,76.53130425083539,78.7384263761656
1995-08-04,76.27011787657963,76.27011787657963,75.91747558888666,76.71717131827705,1632088,76.44408555444022,78.77294473696128
1995-08-07,76.71717131827705,76.71717131827705,76.27011787657963,75.62111091591339,1259199,76.12593854798556,78.77342177765337
1995-08-08,75.62111091591339,76.71717131827705,75.62111091591339,78.44294974094063,1673861,76.28492524115923,78.77329940129717
1995-08-09,78.44294974094063,78.44294974094063,75.62111091591339,79.18632678095436,552546,76.72121196119693,78.78256637901816
1995-08-10,79.18632678095436,79.18632678095436,78.44294974094063,77.29962782045871,1061273,76.89072183790833,78.74598932404298
1995-08-11,77.29962782045871,79.18632678095436,77.29962782045871,78.31465481229019,596184,77.11682764109119,78.73206912578408
1995-08-14,78.31465481229019,78.31465481229019,77.29962782045871,76.7880176411758,1134549,77.15216796268939,78.74825753977346
1995-08-15,76.7880176411758,78.31465481229019,76.7880176411758,77.99679096992126,744467,77.25542434653977,78.7894272151602
1995-08-16,77.99679096992126,77.99679096992126,76.7880176411758,79.80412571381157,347439,77.64408935903226,78.86491407335065
1995-08-17,79.80412571381157,79.80412571381157,77.99679096992126,78.49424901571473,1096157,77.86650247294577,78.83929149245651
1995-08-18,78.49424901571473,79.80412571381157,78.49424901571473,80.00663873140871,744691,78.19544921425894,78.85005497335203
1995-08-21,80.00663873140871,80.00663873140871,78.49424901571473,80.6671430213412,195287,78.70005242480173,78.86444313831598
1995-08-22,80.6671430213412,80.6671430213412,80.00663873140871,81.99340791130965,1268150,79.05509824183862,78.90646665202244
1995-08-23,81.99340791130965,81.99340791130965,80.6671430213412,85.10389832631074,880751,79.64685539637426,79.0480472929005
1995-08-24,85.10389832631074,85.10389832631074,81.99340791130965,84.68622862081487,1270085,80.38551547640988,79.14560710075384
1995-08-25,84.68622862081487,85.10389832631074,84.68622862081487,83.40960715812379,1496167,80.89501071099323,79.19363029911165
1995-08-28,83.40960715812379,84.68622862081487,83.40960715812379,81.92572617539284,1597757,81.40878156441494,79.18634376991588
1995-08-29,81.92572617539284,83.40960715812379,81.92572617539284,80.58900917504988,1491864,81.6680033849278,79.18225631732157
1995-08-30,80.58900917504988,81.92572617539284,80.58900917504988,80.46473816770217,1921369,81.73406463031685,79.13034884603752
1995-08-31,80.46473816770217,80.58900917504988,80.46473816770217,81.01375225428248,1341165,81.98601495417363,79.13599681884789
1995-09-01,81.01375225428248,81.01375225428248,80.46473816770217,81.4620674516417,456459,82.13155782619693,79.13165998858129
1995-09-04,81.4620674516417,81.4620674516417,81.01375225428248,82.80974860419852,588720,82.34581838448267,79.08271117110489
1995-09-05,82.80974860419852,82.80974860419852,81.4620674516417,82.83128227215428,1962395,82.42960582056712,79.06797316425023
1995-09-06,82.83128227215428,82.83128227215428,82.80974860419852,85.23924410089855,1152666,82.4431403980259,79.12032418280317
1995-09-07,85.23924410089855,85.23924410089855,82.83128227215428,84.78806113267173,1566737,82.4533236492116,79.16035819618737
1995-09-08,84.78806113267173,85.23924410089855,84.78806113267173,89.40081852443191,1975247,83.05244478584241,79.30931972420127
1995-09-11,89.40081852443191,89.40081852443191,84.78806113267173,90.51952198471595,103743,83.91182436677471,79.53148776953559
1995-09-12,90.51952198471595,90.51952198471595,89.40081852443191,88.96773213926816,1179500,84.74969666319654,79.72044215292073
1995-09-13,88.96773213926816,90.51952198471595,88.96773213926816,87.06223460091911,1289844,85.40944630651823,79.90507634757634
1995-09-14,87.06223460091911,88.96773213926816,87.06223460091911,87.9023371330066,1778176,86.09830479439066,80.09176861389373
1995-09-15,87.9023371330066,87.9023371330066,87.06223460091911,87.50947911115873,1479580,86.70304596034234,80.29949854749658
1995-09-18,87.50947911115873,87.9023371330066,87.50947911115873,88.75911533762091,1058904,87.2979826336846,80.48440698007373
1995-09-19,88.75911533762091,88.75911533762091,87.50947911115873,89.5991983956534,840537,87.97477424603451,80.7110288187648
1995-09-20,89.5991983956534,89.5991983956534,88.75911533762091,89.46869015177174,1896954,88.39771885112182,80.9451233505932
1995-09-21,89.46869015177174,89.5991983956534,89.46869015177174,87.95345965608516,329602,88.71425870346317,81.12360834320897
1995-09-22,87.95345965608516,89.46869015177174,87.95345965608516,85.28873857085433,1491119,88.30305070810542,81.28770860795058
1995-09-25,85.28873857085433,87.95345965608516,85.28873857085433,84.5270846305579,935227,87.7038069726896,81.42956241023685
1995-09-26,84.5270846305579,85.28873857085433,84.5270846305579,85.97486249786365,937985,87.40452000854916,81.55988464677958
1995-09-27,85.97486249786365,85.97486249786365,84.5270846305579,86.3429961021286,1657504,87.3325961586701,81.74866099922457
1995-09-28,86.3429961021286,86.3429961021286,85.97486249786365,84.1917797318366,1252552,86.96154041855308,81.88873337817971
1995-09-29,84.1917797318366,86.3429961021286,84.1917797318366,84.48338793909697,255183,86.65893130134693,82.02661397131708
1995-10-02,84.48338793909697,84.48338793909697,84.1917797318366,85.13444629252312,1786430,86.29646439683714,82.15325127755834
1995-10-03,85.13444629252312,85.13444629252312,84.48338793909697,83.62951202387286,1406019,85.69949575965909,82.28877986185171
1995-10-04,83.62951202387286,85.13444629252312,83.62951202387286,83.8866311357937,1792832,85.1412898580613,82.47004329295603
1995-10-05,83.8866311357937,83.8866311357937,83.62951202387286,83.98428980165704,161600,84.74437287261848,82.63763850792229
1995-10-06,83.98428980165704,83.98428980165704,83.8866311357937,82.06445882710317,674310,84.42194489824337,82.75785574885512
1995-10-09,82.06445882710317,83.98428980165704,82.06445882710317,82.65169134914636,1807135,84.23440557010221,82.88219728733418
1995-10-10,82.65169134914636,82.65169134914636,82.06445882710317,83.57868714088164,937329,83.99478803440401,83.01448648752344
1995-10-11,83.57868714088164,83.57868714088164,82.65169134914636,85.38908716109944,924470,83.89939714030109,83.20391871896771
1995-10-12,85.38908716109944,85.38908716109944,83.57868714088164,87.18875106653451,223323,84.1990942737709,83.4222913827668
1995-10-13,87.18875106653451,87.18875106653451,85.38908716109944,84.78640563503849,1334686,84.22939604336503,83.58367606910204
1995-10-16,84.78640563503849,87.18875106653451,84.78640563503849,83.1961093500597,1793142,84.03556234911869,83.73517603778497
1995-10-17,83.1961093500597,84.78640563503849,83.1961093500597,84.05308795825628,997486,84.07791994255703,83.84737880213127
1995-10-18,84.05308795825628,84.05308795825628,83.1961093500597,84.91679387273108,1418617,84.18093621625077,83.9619881439668
1995-10-19,84.91679387273108,84.91679387273108,84.05308795825628,85.79151783698462,688829,84.36165901978353,84.13182594429732
1995-10-20,85.79151783698462,85.79151783698462,84.91679387273108,92.40215148501697,1255544,85.39542828557491,84.41357587775187
1995-10-23,92.40215148501697,92.40215148501697,85.79151783698462,93.45718171402555,1687756,86.47597732206283,84.74695915920886
1995-10-24,93.45718171402555,93.45718171402555,92.40215148501697,95.5797170016768,1025775,87.67608030814235,85.09861767984395
1995-10-25,95.5797170016768,95.5797170016768,93.45718171402555,97.40338137315243,1173391,88.87750972934765,85.4506027930308
1995-10-26,97.40338137315243,97.40338137315243,95.5797170016768,98.6723355826339,932044,90.02586818095759,85.85416452436917
1995-10-27,98.6723355826339,98.6723355826339,97.40338137315243,98.05016852851318,1575149,91.35224447030505,86.21503512031126
1995-10-30,98.05016852851318,98.6723355826339,98.05016852851318,99.53850972805957,568304,92.98648450810504,86.59246245444564
1995-10-31,99.53850972805957,99.53850972805957,98.05016852851318,97.9999923253528,902699,94.38117494481469,86.91259414272649
1995-11-01,97.9999923253528,99.53850972805957,97.9999923253528,97.53582789249238,904700,95.64307834679082,87.16123273405012
1995-11-02,97.53582789249238,97.9999923253528,97.53582789249238,96.5890211831654,738751,96.7228286814089,87.39928858529714
1995-11-03,96.5890211831654,97.53582789249238,96.5890211831654,96.74718404283617,564151,97.15733193719082,87.66604012299138
1995-11-06,96.74718404283617,96.74718404283617,96.5890211831654,101.22591800976195,981779,97.93420556676446,88.05204395967876
1995-11-07,101.22591800976195,101.22591800976195,96.74718404283617,97.44560534400645,1339308,98.12079440099743,88.38917588305789
1995-11-08,97.44560534400645,101.22591800976195,97.44560534400645,98.7830661374972,1345175,98.2587628774319,88.75554244245379
1995-11-09,98.7830661374972,98.7830661374972,97.44560534400645,95.59688576620283,294451,97.9512178957888,89.0472051126922
1995-11-10,95.59688576620283,98.7830661374972,95.59688576620283,94.69458143293676,456686,97.61565918623116,89.31185539231811
1995-11-13,94.69458143293676,95.59688576620283,94.69458143293676,96.75693585255618,796631,97.33750179868082,89.59079913728527
1995-11-14,96.75693585255618,96.75693585255618,94.69458143293676,96.8813266062406,1477332,97.2256352267696,89.87180002396697
1995-11-15,96.8813266062406,96.8813266062406,96.75693585255618,94.79305972966581,238307,96.95135841048693,90.06287633654232
1995-11-16,94.79305972966581,96.8813266062406,94.79305972966581,93.43694318493118,1237333,96.63615061066352,90.23585397758752
1995-11-17,93.43694318493118,94.79305972966581,93.43694318493118,94.70693391004751,509633,96.43212559738465,90.34197628529984
1995-11-20,94.70693391004751,94.70693391004751,93.43694318493118,93.32351822364473,984507,95.64188561877293,90.3980562100784
1995-11-21,93.32351822364473,94.70693391004751,93.32351822364473,93.72753176623509,396753,95.2700782609958,90.49325220261773
1995-11-22,93.72753176623509,93.72753176623509,93.32351822364473,93.8129584876797,989217,94.77306749601404,90.62826668035295
1995-11-23,93.8129584876797,93.8129584876797,93.72753176623509,92.59038736046965,1402776,94.47241765544072,90.72202768490223
1995-11-24,92.59038736046965,93.8129584876797,92.59038736046965,96.56055963466606,1051406,94.65901547561364,90.90304929537237
1995-11-27,96.56055963466606,96.56055963466606,92.59038736046965,97.78479114582781,1696509,94.7618010049408,91.08356281153651
1995-11-28,97.78479114582781,97.78479114582781,96.56055963466606,93.82422824829109,1604665,94.45609116914586,91.16806340858926
1995-11-29,93.82422824829109,97.78479114582781,93.82422824829109,94.1741068920272,1868494,94.394195885382,91.26217174339438
1995-11-30,94.1741068920272,94.1741068920272,93.82422824829109,92.9276439065713,424377,94.34326595754601,91.36165542840408
1995-12-01,92.9276439065713,94.1741068920272,92.9276439065713,94.511936334372,1522163,94.32376619997846,91.54611938367444
1995-12-04,94.511936334372,94.511936334372,92.9276439065713,93.01388294288358,1303049,94.29280267190236,91.71585534992097
1995-12-05,93.01388294288358,94.511936334372,93.01388294288358,92.80044130416587,894203,94.20009362569542,91.852366926047
1995-12-06,92.80044130416587,93.01388294288358,92.80044130416587,93.73770215101341,1616243,94.1925679920288,92.00026104702471
1995-12-07,93.73770215101341,93.73770215101341,92.80044130416587,95.36078020154964,572650,94.4696072761368,92.22364105641897
1995-12-08,95.36078020154964,95.36078020154964,93.73770215101341,93.07155616455053,560665,94.12070692912525,92.39540442092803
